Casefold,processed,label_encoded,model_Label,gpt_label
pengalaman menginap malam yang menyenangkan sarapan dan makanan di restaurant enak enak,alam inap malam senang sarap makan restaurant enak enak,2,positif,positif
kamarnya nyaman dan desainnya bagus artsy bgt,kamar nyaman desain bagus artsy banget,2,positif,positif
lokasi nya strategis dan terjangkau kamarnya bersih dan rapih sarapan dan makan malam enak dan cukup beragam,lokasi strategis jangkau kamar bersih rapih sarap makan malam enak cukup agam,2,positif,positif
sangat ramah pelayanan kamar bersih sarapan variatif dan enak enak sekali pastinya tempat nya nyaman,sangat ramah layan kamar bersih sarap variatif enak enak sekali pasti tempat nyaman,2,positif,positif
kamar disini sangat nyaman dan untuk sarapannya bermacam macam dan enak semua,kamar sini sangat nyaman sarap macam macam enak semua,2,positif,positif
sarapan pagi ini sangat puas di bantu oleh training a n lena,sarap pagi sangat puas bantu oleh training a,2,positif,positif
lokasi strategis makanan enak staff sangat ramah,lokasi strategis makan enak staff sangat ramah,2,positif,positif
sdh kedua kalinya nginep sini kamar bersih breakfast enak banyak macamnya kolam renang oke byk spot foto dgn background classic recommended,dua kali nginep sini kamar bersih sarap enak banyak macam kolam renang baik banyak spot foto background classic rekomendasi,2,positif,positif
so far selalu puas sama pelayanan dan menu breakfast di setiap grand mercure yg pernah saya inapi hanya saja ada beberapa makanan yang saya rasa agak keras dan untuk kamarnya saya dapat yang area smoking jadi asapnya seperti masuk ke dalam kamar,so far selalu puas sama layan menu sarap tiap grand mercure pernah inap hanya beberapa makan rasa agak keras kamar dapat area smoking asap seperti masuk kamar,0,negatif,positif
menu breakfast yang beragam dengan cita rasa indonesia yang khas cocok untuk berlibur,menu sarap agam cita rasa indonesia khas cocok libur,2,positif,positif
untuk menu makanan nya sangat lengkap,menu makan sangat lengkap,2,positif,positif
pelayanan baik dan cukup ramah atas nama mba lena,layan baik cukup ramah atas nama,2,positif,positif
hotel terbaikkk kamarnya nyaman pelayanannya bagus makanannya enak dan juga fasilitas lengkap top deh,hotel baik kamar nyaman layan bagus makan enak fasilitas lengkap top,2,positif,positif
pelayanan baik dan breakfast enak,layan baik sarap enak,2,positif,positif
makanan nyaa sangatt enak sekalii trus juga resto nya bersih dann baguuus kereennn,makan nyaa sangat enak sekali terus resto bersih dann bagus kereen,2,positif,positif
pelayanannya ramah rapi menjelaskannya nyaman sampai tdk bingung mencari tmpt acara mkannya enak fresh,layan ramah rapi jelas nyaman sampai bingung cari tempat acara mkannya enak fresh,2,positif,positif
bagus nyaman dan menyenangkan sarapannya enak banget sesuai selera,bagus nyaman senang sarap enak banget sesuai selera,2,positif,positif
pelayanan ramah nyaman tengah kota menunya enak bersih estetik puas pokoknya nginep disini,layan ramah nyaman tengah kota menu enak bersih estetik puas pokok nginep sini,2,positif,positif
kamar memadai ragam pilihan sarapan layak dan baik pelayanan staf ramah,kamar pada ragam pilih sarap layak baik layan staf ramah,2,positif,positif
tempatnya nyaman bersih pelayanannya baik pemandangan nya indah karyawannya ramah makanannya pun sangat enak bakal balik kesini lagi puas banget,tempat nyaman bersih layan baik pandang indah karyawannya ramah makan sangat enak bakal balik kesini lagi puas banget,2,positif,positif
kamar nya bersih rapih ga terlalu besar tapi nyaman pelayanannya ramah dari resepsionis sampai yg di ruang makan dan tempat rapat lokasinya stategis dekat stasiun dan dekat mall suasananya enak ga berisik,kamar bersih rapih terlalu besar nyaman layan ramah resepsionis sampai ruang makan tempat rapat lokasi stategis dekat stasiun dekat mall suasana enak berisik,2,positif,positif
letak hotel sangat strategis dekat mall pelayanan nya sangat baik suasana nya homy,letak hotel sangat strategis dekat mall layan sangat baik suasana homy,2,positif,positif
kamar nya bagus bangett view pool juga bagus makanan di restoran nya juga enak enak banyakk macamm pokoknyaa juaraa deh,kamar bagus banget view bagus makan restoran enak enak banyakk macamm pokoknyaa juaraa,2,positif,positif
tempat yang strategis hotelnya bersih dan pelayanan yang sangat memuaskan crew yang namanya ririn sangat ramah dan ringan tangan untuk membantu,tempat strategis hotel bersih layan sangat muas crew nama ririn sangat ramah ringan tangan bantu,2,positif,positif
lokasinya strategis dekat dengan bandara makanannya enak fasilitas yang tersedia sangat lengkap,lokasi strategis dekat bandara makan enak fasilitas sedia sangat lengkap,2,positif,positif
pelayanan bagus makananya enak kamar bersih dan letaknya dekat sama kota dan mall,layan bagus makananya enak kamar bersih letak dekat sama kota mall,2,positif,positif
cukup berkesan menginap disini pelayanan bagus dan ramah kamar bersih makanan enak cocok untuk liburan keluarga,cukup kesan inap sini layan bagus ramah kamar bersih makan enak cocok libur keluarga,2,positif,positif
hotelnya nyaman bersih pelayanan ramah dan makanannya enak enak hari malam disini selalu dapat makanan yang enak dan beraneka ragam,hotel nyaman bersih layan ramah makan enak enak hari malam sini selalu dapat makan enak aneka ragam,2,positif,positif
tempat sangat nyaman pelayanan baik akses untuk ke berbagai lokasi juga cukup mudah,tempat sangat nyaman layan baik akses bagai lokasi cukup mudah,2,positif,positif
mantapp kamarnya keren bangett,mantapp kamar keren banget,2,positif,positif
makanan baik enak mbak intan sangat baik melayani setulus hati sehat selalu mbk intan,makan baik enak intan sangat baik layan tulus hati sehat selalu mbk intan,2,positif,positif
pengalaman menginap sehari semlm di grand mercure yogyakarta overall bagus kamar bersih sarapan juga enak dan lengkap,alam inap hari semlm grand mercure yogyakarta semua bagus kamar bersih sarap enak lengkap,2,positif,positif
pelayanan ramah and friendly kamarnya rapih dan bersih makanannya enak dan ber fariasi terima kasih untuk mba desy atas pelayanannya yg ramah,layan ramah and friendly kamar rapih bersih makan enak ber fariasi terima kasih desy atas layan ramah,2,positif,positif
pelayanan bagus kamar nyaman,layan bagus kamar nyaman,2,positif,positif
pelayanan mba amanda bagus dan sangat ramah makanan enak banyak macamnya sangat variatif,layan amanda bagus sangat ramah makan enak banyak macam sangat variatif,2,positif,positif
pelayanan ramah ramah devita,layan ramah ramah,2,positif,positif
breakfeast di grand mercure jogja makanannya g ada yang mengecewakan jempol delapan semua terutama utk training mbak lena sangat membantu terima kasih,breakfeast grand mercure jogja makan g kecewa jempol delapan semua utama training sangat bantu terima kasih,2,positif,positif
hotelnya authentic rapih bersih dan terawat pelayanan juga ramah dan cepat tanggap pengalaman yg menyenangkan tinggal disini,hotel authentic rapih bersih awat layan ramah cepat tanggap alam senang tinggal sini,2,positif,positif
terimakasih kasih atas pelayanannya sarapan yang luar biasa dan terimakasih atas pelayanan saudari lena,terimakasih kasih atas layan sarap luar biasa terimakasih atas layan saudari,2,positif,positif
hotel mendukung masalah lingkungan dengan tidak menyajikan air kemasan botol plastik hotelnya cantik dengan ornamen candi kamar bagus ada welcome fruit yang cukup banyak makanan biasa sih menyajikan banyak menu tradisional snack acara rapatnya enak dan cukup generous amenities nya juga lengkap,hotel dukung masalah lingkung saji air kemas botol plastik hotel cantik ornamen candi kamar bagus fruit cukup banyak makan biasa saji banyak menu tradisional snack acara rapat enak cukup generous amenities lengkap,2,positif,positif
pelayanannya baik dan makanannya enak,layan baik makan enak,2,positif,positif
penginapan yg sangat nyaman bersih dan apapun yg kita butuh kan akan di usahakan pelayanannya bagus ramah,inap sangat nyaman bersih apa butuh kan usaha layan bagus ramah,2,positif,positif
hotel bersih fasilitas lengkap pelayanan juga ramah ditambah letak nya yg strategis juga jadi poin plus,hotel bersih fasilitas lengkap layan ramah tambah letak strategis poin plus,2,positif,positif
kamarnya bersih dan nyaman enak untuk tidur kamar mandi nya juga lengkap dengan beberapa hal serta bersih servisnya sangat ramah dan baik lokasi nya juga strategis di perkotaan,kamar bersih nyaman enak tidur kamar mandi lengkap beberapa hal bersih servis sangat ramah baik lokasi strategis kota,2,positif,positif
makan malam nya enak mantap di lidah pelayanannya ramah tempat juga strategis,makan malam enak mantap lidah layan ramah tempat strategis,2,positif,positif
pelayanan nya oke banget staff ramah makanan bervariasi good bngt pokoknya,layan baik banget staff ramah makan variasi good bngt pokok,2,positif,positif
sarapan lengkap rasa enak dan pelayan memuaskan,sarap lengkap rasa enak layan muas,2,positif,positif
sangat senang mempunyai pengalaman menginap di hotel ini pelayanan sangat cepat kamar bersih dan wangi sarapan lengkap dan enak fasilitas yg lengkap pilihan yg tepat untukmenginap disini disaat sedang berlibur ke yogyakarta,sangat senang punya alam inap hotel layan sangat cepat kamar bersih wangi sarap lengkap enak fasilitas lengkap pilih tepat untukmenginap sini saat sedang libur yogyakarta,2,positif,positif
mewah bersih pelayanan top fasilitas lengkap lokasi strategis,mewah bersih layan top fasilitas lengkap lokasi strategis,2,positif,positif
sarapan paginya sangat enak banyak menu dan layanan fifin bagus,sarap pagi sangat enak banyak menu layan bagus,2,positif,positif
menu sarapan yang berfariativ dan untuk staff ramah nice,menu sarap berfariativ staff ramah nice,2,positif,positif
layanan memuaskan pilihan tepat saat mudik ke jogja,layan muas pilih tepat saat mudik jogja,2,positif,positif
berkesempatan bukber di sini masya allah tempatnya nyaman dan makanannya enak enak ini bukbernya di lantai btw,sempat buka sama sini masya allah tempat nyaman makan enak enak bukbernya lantai btw,2,positif,positif
menu bagus dan komplit pelayanan ramah dan membantu,menu bagus komplit layan ramah bantu,2,positif,positif
pelayanan sangat baik menu breakfast super lengkap dan rasanya semua tidak mengecewakan servis layanan kami didampingi oleh kak lena yg super ramah dan santun,layan sangat baik menu sarap super lengkap rasa semua kecewa servis layan damping oleh super ramah santun,2,positif,positif
sarapan enak pelayanan bagus terima kasih mbak silvia,sarap enak layan bagus terima kasih,2,positif,positif
makanan resto nya enak dan variatif serta layanan yg ramah,makan resto enak variatif layan ramah,2,positif,positif
breakfast hari ini enak enak dan memuaskan,sarap hari enak enak muas,2,positif,positif
sarapannya cocok dan banyak pilihan,sarap cocok banyak pilih,2,positif,positif
pelayanan ramah dan tanggap selalu bersih dan rapi rekomen banget bagi yg liburan ke jogja dan bingung mau menginap dimana,layan ramah tanggap selalu bersih rapi rekomendasi banget bagi libur jogja bingung inap mana,2,positif,positif
kelebihan meeting fullboard dg harga paling murah sekelas bintang ruang meeting nya banyak bangunannya megah,lebih meeting fullboard harga paling murah kelas bintang ruang meeting banyak bangun megah,2,positif,positif
layanan hotel oke dan stafnya ramah serta inisiatifnya bagus resto pilihan makanan banyak dan kualitasnya oke fresh dan enak,layan hotel baik staf ramah inisiatif bagus resto pilih makan banyak kualitas baik fresh enak,2,positif,positif
sarapannya enak bervariasi sdh hari makanan berbeda staff semua ramah dibantu dgn mba lena yg ramaah terima kasih mercure jogja,sarap enak variasi hari makan beda staff semua ramah bantu ramaah terima kasih mercure jogja,2,positif,positif
kamarnya luas nyaman bersih pelayanannya bagus balroom luas untuk acara,kamar luas nyaman bersih layan bagus balroom luas acara,2,positif,positif
pelayanan memuaskan makananannya enak dan menunya kids friendly juga terima kasih mbak silvia yang sudah sangat helpful di restoran,layan muas makananannya enak menu kids friendly terima kasih sangat helpful restoran,2,positif,positif
hotelnya nyaman servicenya ramah kamar bersih dan rapih menu sarapannya variatif dan enak good,hotel nyaman servicenya ramah kamar bersih rapih menu sarap variatif enak good,2,positif,positif
makanan baik sesuai cita rasa,makan baik sesuai cita rasa,2,positif,positif
pelayanan memuaskan kamar rapi pilihan makanan juga banyak,layan muas kamar rapi pilih makan banyak,2,positif,positif
semua pelayanan top markotop atas nama mba silka markotop kasih reward bagus untuk tim management nya ya terima kasih,semua layan top markotop atas nama silka markotop kasih reward bagus tim management terima kasih,2,positif,positif
ruang kamar keren dan super nyaman layanan dinner bagus lokasi terjangkau di area kota jogja recommended banget,ruang kamar keren super nyaman layan dinner bagus lokasi jangkau area kota jogja rekomendasi banget,2,positif,positif
super sekali makanannya lengkap dan enak semuanya rekomended sekali baik dari kamar fasilitas pelayanan yngsuper cepat dan ramah sertaaaa rasa makanan yang enakk,super sekali makan lengkap enak semua rekomended sekali baik kamar fasilitas layan yngsuper cepat ramah rasa makan enak,2,positif,positif
sebuah pengalaman yang luar biasa menyenangkan saat liburan nyaman dan enak sekali makanannya,buah alam luar biasa senang saat libur nyaman enak sekali makan,2,positif,positif
hotel yang nyaman dan dilengkapi dengan banyak fasilitas penunjang yang membuatnya betah untuk menginap disini kamar nyaman layanan oke lokasi strategis kemana mana kuliner dan pusat oleh dekat sarapan pagi komplit menunya dan rasa masakanya enak,hotel nyaman lengkap banyak fasilitas tunjang buat betah inap sini kamar nyaman layan baik lokasi strategis mana mana kuliner pusat oleh dekat sarap pagi komplit menu rasa masakanya enak,2,positif,positif
